SCAN,6ft_5,6ft_6,6ft_7,6ft_8,6ft_9,6ft_10,6ft_4,6ft_3,6ft_2,6ft_1,avg,cumsum
53,0.000007943282347,0.000007943282347,0.000007943282347,0.000001995262315,0.00001258925412,0.00000316227766,0.000007943282347,0.00001,0.000007943282347,0.00001,0.000007746320583,0.0003455167568
54,0.000002511886432,0.000007943282347,0.00001,0.00001,0.000007943282347,0.000007943282347,0.000007943282347,0.00001,0.00001,0.000007943282347,0.000008222829817,0.0003537395867
55,0.000003981071706,0.000001995262315,0.000007943282347,0.000007943282347,0.00001258925412,0.000007943282347,0.000007943282347,0.000006309573445,0.00000316227766,0.000003981071706,0.000006379164034,0.0003601187507
56,0.000002511886432,0.000001995262315,0.000007943282347,0.00001,0.00001258925412,0.000007943282347,0.000007943282347,0.000002511886432,0.000007943282347,0.000006309573445,0.000006769099213,0.0003668878499
57,0.000005011872336,0.000001995262315,0.000007943282347,0.00001,0.00000316227766,0.000006309573445,0.000007943282347,0.000001995262315,0.000003981071706,0.000007943282347,0.000005628516682,0.0003725163666
58,0.000006309573445,0.000007943282347,0.00001,0.00001,0.00000316227766,0.00000316227766,0.000002511886432,0.000002511886432,0.000003981071706,0.000006309573445,0.000005589182913,0.0003781055495
59,0.000007943282347,0.000002511886432,0.000007943282347,0.000001584893192,0.00000316227766,0.00000316227766,0.000007943282347,0.000006309573445,0.000007943282347,0.000003981071706,0.000005248510948,0.0003833540605
60,0.000001995262315,0.000007943282347,0.000007943282347,0.00001,0.00000316227766,0.000007943282347,0.000007943282347,0.00001,0.00001,0.000007943282347,0.000007487395171,0.0003908414556
61,0.000006309573445,0.000002511886432,0.000006309573445,0.00001,0.00001258925412,0.000007943282347,0.000007943282347,0.000007943282347,0.00001,0.000006309573445,0.000007785970793,0.0003986274264
62,0.000001995262315,0.000007943282347,0.00001,0.00001,0.00001584893192,0.000006309573445,0.00001,0.000001995262315,0.000007943282347,0.000007943282347,0.000007997887704,0.0004066253141
63,0.000001584893192,0.00001,0.000007943282347,0.000007943282347,0.000007943282347,0.000007943282347,0.000007943282347,0.00001,0.00001,0.000006309573445,0.000007761087837,0.000414386402
64,0.000002511886432,0.00001,0.00000316227766,0.000007943282347,0.000002511886432,0.000002511886432,0.00001,0.00001,0.000007943282347,0.000007943282347,0.0000064527784,0.0004208391804
65,0.000007943282347,0.000002511886432,0.00001,0.000001584893192,0.000007943282347,0.000006309573445,0.000002511886432,0.000007943282347,0.00001,0.000007943282347,0.000006469136889,0.0004273083172
66,0.00000316227766,0.00000316227766,0.000002511886432,0.00001,0.000007943282347,0.000006309573445,0.00000316227766,0.000001995262315,0.00001,0.000007943282347,0.000005619011987,0.0004329273292
67,0.00001,0.00000316227766,0.000006309573445,0.000006309573445,0.00001584893192,0.000006309573445,0.000007943282347,0.000007943282347,0.000006309573445,0.000006309573445,0.00000764456415,0.0004405718934
68,0.000007943282347,0.000006309573445,0.000002511886432,0.000007943282347,0.00001258925412,0.00000316227766,0.000007943282347,0.000001995262315,0.000002511886432,0.000006309573445,0.000005921956089,0.0004464938495
69,0.000007943282347,0.000007943282347,0.000003981071706,0.000007943282347,0.000007943282347,0.000003981071706,0.00001,0.000007943282347,0.00001,0.00001,0.000007767855515,0.000454261705
70,0.000007943282347,0.000006309573445,0.000006309573445,0.00001,0.000007943282347,0.000006309573445,0.000001995262315,0.00001,0.00001,0.000003981071706,0.000007079161905,0.0004613408669
71,0.00001,0.000005011872336,0.000006309573445,0.000001995262315,0.000007943282347,0.000006309573445,0.00001,0.000007943282347,0.00001,0.00000316227766,0.00000686751239,0.0004682083793
72,0.00001,0.00001,0.00001,0.000006309573445,0.00000316227766,0.000007943282347,0.000002511886432,0.000001995262315,0.00001,0.000006309573445,0.000006823185564,0.0004750315648
73,0.00001,0.000007943282347,0.000007943282347,0.00001,0.000007943282347,0.000007943282347,0.000002511886432,0.000006309573445,0.000006309573445,0.00001,0.000007690416271,0.0004827219811
74,0.000007943282347,0.000007943282347,0.00001,0.000007943282347,0.00001584893192,0.000007943282347,0.000006309573445,0.000007943282347,0.000001995262315,0.000006309573445,0.000008017975286,0.0004907399564
75,0.00000316227766,0.00000316227766,0.000002511886432,0.00001258925412,0.000007943282347,0.000007943282347,0.000001995262315,0.000006309573445,0.000001995262315,0.000002511886432,0.000005012424507,0.0004957523809
76,0.000001584893192,0.00000316227766,0.00000316227766,0.000001,0.000007943282347,0.000001584893192,0.000006309573445,0.000006309573445,0.00001584893192,0.00000316227766,0.000005006798052,0.000500759179
77,0.000006309573445,0.000001995262315,0.00000316227766,0.00001,0.000007943282347,0.000007943282347,0.00001,0.000007943282347,0.000001995262315,0.000007943282347,0.000006523550512,0.0005072827295
78,0.00001,0.000007943282347,0.000007943282347,0.000005011872336,0.000003981071706,0.000006309573445,0.000007943282347,0.000006309573445,0.00001,0.000003981071706,0.000006942300968,0.0005142250304
79,0.000006309573445,0.000006309573445,0.000007943282347,0.00001,0.00001,0.000007943282347,0.000007943282347,0.000006309573445,0.000001995262315,0.000007943282347,0.000007269711204,0.0005214947416
80,0.000002511886432,0.000006309573445,0.000006309573445,0.000005011872336,0.000002511886432,0.000002511886432,0.00001,0.00001,0.000006309573445,0.000006309573445,0.000005778582541,0.0005272733242
81,0.000007943282347,0.000006309573445,0.00001,0.00001584893192,0.0000316227766,0.000002511886432,0.000006309573445,0.000006309573445,0.000001995262315,0.000006309573445,0.000009516043339,0.0005367893675
82,0.000007943282347,0.00001,0.000006309573445,0.00001258925412,0.00001,0.000007943282347,0.000007943282347,0.00001,0.000006309573445,0.000006309573445,0.00000853478215,0.0005453241497
83,0.000006309573445,0.00000316227766,0.000007943282347,0.00001258925412,0.000006309573445,0.000007943282347,0.00001,0.000002511886432,0.000002511886432,0.000006309573445,0.000006559058967,0.0005518832086
84,0.000007943282347,0.000007943282347,0.00001,0.000003981071706,0.000001995262315,0.000002511886432,0.00000316227766,0.000006309573445,0.000006309573445,0.000007943282347,0.000005809949204,0.0005576931579
85,0.000001584893192,0.000006309573445,0.00001,0.000007943282347,0.00001258925412,0.000006309573445,0.000002511886432,0.000006309573445,0.000006309573445,0.00000316227766,0.000006302988753,0.0005639961466
86,0.000002511886432,0.000007943282347,0.00000316227766,0.00000316227766,0.00000316227766,0.000006309573445,0.000006309573445,0.000006309573445,0.000006309573445,0.00000316227766,0.00000483425732,0.0005688304039
87,0.000001995262315,0.000006309573445,0.000006309573445,0.000007943282347,0.00001258925412,0.000002511886432,0.00001,0.00001,0.000002511886432,0.000006309573445,0.000006648029198,0.0005754784331
88,0.000006309573445,0.000002511886432,0.000006309573445,0.00001258925412,0.000007943282347,0.00000316227766,0.00000316227766,0.00001,0.000006309573445,0.00001,0.000006829769855,0.000582308203
89,0.000007943282347,0.000006309573445,0.000007943282347,0.00001258925412,0.000007943282347,0.000001995262315,0.000006309573445,0.00001,0.000006309573445,0.000006309573445,0.000007365265726,0.0005896734687
90,0.000006309573445,0.00000316227766,0.000007943282347,0.00002511886432,0.000002511886432,0.000003981071706,0.000006309573445,0.000001995262315,0.000006309573445,0.000007943282347,0.000007158464746,0.0005968319334
91,0.000002511886432,0.00000316227766,0.000006309573445,0.00000316227766,0.000007943282347,0.000005011872336,0.00001,0.000007943282347,0.000001995262315,0.00001,0.000005803971454,0.0006026359049
92,0.000006309573445,0.00000316227766,0.000007943282347,0.000003981071706,0.000007943282347,0.000007943282347,0.000006309573445,0.00001,0.000001995262315,0.000007943282347,0.000006353088796,0.0006089889937
93,0.000006309573445,0.000002511886432,0.000001995262315,0.000007943282347,0.0000316227766,0.000007943282347,0.000006309573445,0.000007943282347,0.000006309573445,0.000002511886432,0.000008140037916,0.0006171290316
94,0.000007943282347,0.000007943282347,0.000007943282347,0.000003981071706,0.000006309573445,0.000006309573445,0.000002511886432,0.00001,0.00001,0.000002511886432,0.00000654538385,0.0006236744155
95,0.000007943282347,0.000006309573445,0.000007943282347,0.000007943282347,0.00000316227766,0.000006309573445,0.000006309573445,0.000001995262315,0.00001,0.000002511886432,0.000006042799378,0.0006297172148
96,0.000006309573445,0.00000316227766,0.000006309573445,0.000003981071706,0.000003981071706,0.000001995262315,0.000007943282347,0.00001,0.00000316227766,0.000007943282347,0.000005478767263,0.0006351959821
97,0.000007943282347,0.00001,0.00001,0.000006309573445,0.00001584893192,0.000007943282347,0.000007943282347,0.000007943282347,0.00001,0.000007943282347,0.00000918749171,0.0006443834738
98,0.00000316227766,0.000006309573445,0.000002511886432,0.000003981071706,0.000007943282347,0.000007943282347,0.00001,0.000006309573445,0.00000316227766,0.00001,0.000006132322504,0.0006505157963
99,0.000007943282347,0.000007943282347,0.000006309573445,0.000007943282347,0.00000316227766,0.000001584893192,0.000002511886432,0.00001,0.000002511886432,0.00001,0.00000599103642,0.0006565068327
100,0.000002511886432,0.000003981071706,0.00001,0.000003981071706,0.000007943282347,0.000002511886432,0.000007943282347,0.00001,0.000007943282347,0.000002511886432,0.000005932764975,0.0006624395977
101,0.000007943282347,0.000002511886432,0.000002511886432,0.000007943282347,0.000003981071706,0.00000316227766,0.000001995262315,0.00001,0.000002511886432,0.00001,0.000005256083567,0.0006676956813
102,0.000005011872336,0.000007943282347,0.000007943282347,0.00001258925412,0.000003981071706,0.000007943282347,0.000002511886432,0.000001584893192,0.000002511886432,0.000007943282347,0.000005996399361,0.0006736920806
103,0.000001584893192,0.000007943282347,0.000002511886432,0.00002511886432,0.0000316227766,0.00000316227766,0.00001,0.00001,0.000006309573445,0.000007943282347,0.00001061968363,0.0006843117643
104,0.000007943282347,0.000007943282347,0.000002511886432,0.00001258925412,0.00000316227766,0.000006309573445,0.000007943282347,0.000007943282347,0.000007943282347,0.000002511886432,0.000006680128982,0.0006909918933
105,0.000001995262315,0.000007943282347,0.00000316227766,0.00001,0.00001584893192,0.00000316227766,0.000002511886432,0.00001,0.000007943282347,0.000007943282347,0.000007051048303,0.0006980429416
106,0.000006309573445,0.000007943282347,0.000007943282347,0.000003981071706,0.00001,0.00000316227766,0.000007943282347,0.000001995262315,0.000007943282347,0.000007943282347,0.000006516459686,0.0007045594012
107,0.000006309573445,0.000007943282347,0.000007943282347,0.00001995262315,0.00000316227766,0.000006309573445,0.000006309573445,0.000006309573445,0.00001,0.00001,0.000008423975928,0.0007129833772
108,0.000006309573445,0.000006309573445,0.000006309573445,0.00000316227766,0.000003981071706,0.000006309573445,0.00001,0.00001,0.000007943282347,0.000007943282347,0.000006826820784,0.000719810198
109,0.00001,0.000002511886432,0.000006309573445,0.000003981071706,0.000007943282347,0.000006309573445,0.000007943282347,0.000001995262315,0.00001,0.000006309573445,0.000006330350548,0.0007261405485
110,0.000006309573445,0.000006309573445,0.000006309573445,0.00001258925412,0.000007943282347,0.000006309573445,0.00001,0.000007943282347,0.000002511886432,0.00001,0.000007622599903,0.0007337631484
111,0.00000316227766,0.000002511886432,0.000006309573445,0.000007943282347,0.00000316227766,0.000002511886432,0.00001,0.00000316227766,0.000002511886432,0.000007943282347,0.000004921863042,0.0007386850115
112,0.000001995262315,0.00001,0.000007943282347,0.00001258925412,0.00000316227766,0.000007943282347,0.000002511886432,0.000007943282347,0.000007943282347,0.000003981071706,0.000006601288162,0.0007452862996
113,0.000006309573445,0.000002511886432,0.000001584893192,0.00001258925412,0.000007943282347,0.000006309573445,0.00001,0.000007943282347,0.000007943282347,0.00001,0.000007313502768,0.0007525998024
114,0.000006309573445,0.000007943282347,0.000006309573445,0.000003981071706,0.00001258925412,0.000002511886432,0.000006309573445,0.000002511886432,0.000007943282347,0.000007943282347,0.000006435266607,0.000759035069
115,0.000007943282347,0.00001,0.00001,0.000007943282347,0.00000316227766,0.000006309573445,0.00001,0.000002511886432,0.00001,0.000003981071706,0.000007185137394,0.0007662202064
116,0.000006309573445,0.000007943282347,0.000001258925412,0.00001258925412,0.00001258925412,0.000007943282347,0.000007943282347,0.00001,0.000007943282347,0.000007943282347,0.000008246341883,0.0007744665483
117,0.000007943282347,0.000002511886432,0.000007943282347,0.000006309573445,0.000003981071706,0.000007943282347,0.000007943282347,0.00001,0.00001,0.000006309573445,0.000007088523442,0.0007815550717
118,0.000006309573445,0.00001,0.000007943282347,0.00000316227766,0.000003981071706,0.000002511886432,0.000001995262315,0.00001,0.00000316227766,0.000007943282347,0.000005700891391,0.0007872559631
119,0.000001995262315,0.000007943282347,0.000001584893192,0.00001258925412,0.000003981071706,0.000006309573445,0.000001584893192,0.00001,0.000006309573445,0.000002511886432,0.000005480969019,0.0007927369321
120,0.000007943282347,0.000007943282347,0.000007943282347,0.000003981071706,0.000007943282347,0.000007943282347,0.00001,0.00001,0.00001,0.000002511886432,0.000007620936987,0.0008003578691
121,0.000002511886432,0.00000316227766,0.000001584893192,0.000007943282347,0.00000316227766,0.000002511886432,0.000007943282347,0.000002511886432,0.000002511886432,0.00001,0.000004384355893,0.000804742225
122,0.000007943282347,0.000007943282347,0.00001,0.00002511886432,0.00002511886432,0.000007943282347,0.00001,0.00001,0.00001,0.000006309573445,0.00001203771491,0.0008167799399
123,0.000006309573445,0.000007943282347,0.000007943282347,0.000007943282347,0.00001258925412,0.000002511886432,0.000006309573445,0.00001,0.00001,0.000006309573445,0.000007785970793,0.0008245659107
124,0.000007943282347,0.000006309573445,0.000007943282347,0.000003981071706,0.00001584893192,0.000006309573445,0.000007943282347,0.000002511886432,0.000001584893192,0.000006309573445,0.000006668535063,0.0008312344458
125,0.000006309573445,0.000006309573445,0.000006309573445,0.000007943282347,0.000007943282347,0.000002511886432,0.000007943282347,0.000006309573445,0.000001584893192,0.00001,0.000006316492045,0.0008375509378
126,0.000007943282347,0.000007943282347,0.000007943282347,0.000006309573445,0.000007943282347,0.000002511886432,0.000006309573445,0.00001,0.000007943282347,0.000007943282347,0.00000727907274,0.0008448300106
127,0.000006309573445,0.000007943282347,0.000001258925412,0.000007943282347,0.00001584893192,0.00000316227766,0.000002511886432,0.000001584893192,0.000001584893192,0.000006309573445,0.000005445751939,0.0008502757625
128,0.000007943282347,0.00001,0.000007943282347,0.000007943282347,0.000007943282347,0.000002511886432,0.00001,0.000002511886432,0.000001258925412,0.000006309573445,0.000006436540111,0.0008567123026
129,0.00000316227766,0.000002511886432,0.00001,0.00000316227766,0.00001584893192,0.00001,0.000007943282347,0.000005011872336,0.000001584893192,0.000002511886432,0.000006173730798,0.0008628860334
130,0.000005011872336,0.00000316227766,0.000001,0.000003981071706,0.000003981071706,0.00001,0.000007943282347,0.000005011872336,0.000007943282347,0.00000316227766,0.00000511970081,0.0008680057342
131,0.000007943282347,0.00001,0.000001995262315,0.000007943282347,0.00001258925412,0.000007943282347,0.000007943282347,0.000007943282347,0.000007943282347,0.00000316227766,0.000007540648818,0.000875546383
132,0.000002511886432,0.000007943282347,0.000001995262315,0.00001258925412,0.00001584893192,0.00001,0.000002511886432,0.000007943282347,0.000001258925412,0.00000316227766,0.000006576498899,0.0008821228819
133,0.000006309573445,0.000007943282347,0.000006309573445,0.000003981071706,0.000003981071706,0.000002511886432,0.000006309573445,0.000007943282347,0.000007943282347,0.00000316227766,0.000005639487488,0.0008877623694
134,0.000007943282347,0.000007943282347,0.000007943282347,0.000007943282347,0.000007943282347,0.000001995262315,0.00001,0.000002511886432,0.000001258925412,0.00001,0.000006548248589,0.000894310618
135,0.000007943282347,0.00000316227766,0.000002511886432,0.000003981071706,0.000007943282347,0.00001,0.000006309573445,0.00001,0.000001584893192,0.000002511886432,0.000005594815356,0.0008999054334
136,0.000007943282347,0.000006309573445,0.000006309573445,0.000003981071706,0.000003981071706,0.000006309573445,0.00001,0.00001,0.000001584893192,0.000007943282347,0.000006436232163,0.0009063416655
137,0.000007943282347,0.000007943282347,0.00001,0.00001258925412,0.000003981071706,0.000007943282347,0.00001,0.000007943282347,0.000007943282347,0.000006309573445,0.000008259631101,0.0009146012966
138,0.000006309573445,0.000007943282347,0.00001,0.000007943282347,0.00001258925412,0.00000316227766,0.000002511886432,0.000006309573445,0.00001,0.000007943282347,0.000007471241214,0.0009220725378
139,0.000006309573445,0.00000316227766,0.000002511886432,0.00002511886432,0.00001584893192,0.000002511886432,0.000007943282347,0.00001,0.000001584893192,0.000006309573445,0.000008130116919,0.0009302026548
140,0.000007943282347,0.00000316227766,0.000007943282347,0.00001258925412,0.00000316227766,0.00001,0.000001584893192,0.00001,0.000007943282347,0.000006309573445,0.000007063812312,0.0009372664671
141,0.000001995262315,0.000007943282347,0.000007943282347,0.00001258925412,0.00000316227766,0.000007943282347,0.000007943282347,0.000001584893192,0.000001584893192,0.00000316227766,0.000005585198753,0.0009428516658
142,0.00001,0.000007943282347,0.000002511886432,0.000007943282347,0.00000316227766,0.000006309573445,0.00001,0.000007943282347,0.000006309573445,0.00000316227766,0.000006528543568,0.0009493802094
143,0.000007943282347,0.000003981071706,0.000007943282347,0.00001258925412,0.00001258925412,0.000007943282347,0.00001,0.00001,0.00001,0.000006309573445,0.000008929900043,0.0009583101094
144,0.000007943282347,0.000002511886432,0.000007943282347,0.000007943282347,0.00001,0.000007943282347,0.000007943282347,0.000006309573445,0.000001584893192,0.00001,0.00000701227648,0.0009653223859
145,0.000005011872336,0.000007943282347,0.000007943282347,0.000003981071706,0.00001,0.000002511886432,0.000007943282347,0.000007943282347,0.000006309573445,0.000002511886432,0.000006209941974,0.0009715323279
146,0.000002511886432,0.000007943282347,0.000006309573445,0.00000316227766,0.00001584893192,0.000007943282347,0.000006309573445,0.000001584893192,0.00001,0.00001,0.000007161370079,0.000978693698
147,0.000006309573445,0.000007943282347,0.000007943282347,0.000003981071706,0.00001584893192,0.000001995262315,0.000005011872336,0.000006309573445,0.000007943282347,0.00001,0.000007328613221,0.0009860223112
